"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Exen: Jeżeli jednak ktoś nie zrozumiał wczorajszego przekazu, spróbuję jeszcze inaczej. Jeśli Putin zajmie Ukrainę, Polska będzie miała…",FALSE,0,NA,2022-03-02 09:41:54,FALSE,NA,"1498956755283423232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlueBirdX10",18,TRUE,FALSE,NA,NA
"RT @Polishsoldier3: Mam wielką prośbę. Nie publikujcie zdjęć tego co ląduje i stratuje z baz oraz lotnisk w płd-wsch Polsce. Tego co jeździ…",FALSE,0,NA,2022-03-02 09:41:54,FALSE,NA,"1498956754473922564",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Szalona_25",1028,TRUE,FALSE,NA,NA
"RT @CezaryFaber: ❗🇷🇺🇺🇦 Rosja jest gotowa do kontynuowania rozmów z Ukrainą w środę wieczorem - @AFP.",FALSE,0,NA,2022-03-02 09:41:50,FALSE,NA,"1498956740280426496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xverlyn_",2,TRUE,FALSE,NA,NA
"RT @MosinskiJan: Rosyjskie dzieci zatrzymane... za protest przeciwko wojnie Putina https://t.co/Tnz6NkkYdH #wieszwiecej",FALSE,0,NA,2022-03-02 09:41:50,FALSE,NA,"1498956738816614405",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IPowiatu",14,TRUE,FALSE,NA,NA
"RT @finicestfini: Jeśli ktoś w Polsce teraz nie wspiera syryjskich uchodźców, to po pierwsze jest ch*jem, bo jak można nie wspierać ludzi,…",FALSE,0,NA,2022-03-02 09:41:49,FALSE,NA,"1498956733519208460",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_a_simple_M3",4,TRUE,FALSE,NA,NA
"@CezaryFaber @Osinttechnical No powodzenia ukraina się nie podda",FALSE,0,"CezaryFaber",2022-03-02 09:41:47,FALSE,"1498956547199840261","1498956726606909440","839121821899304960","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Natalia96220758",0,FALSE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:41:44,FALSE,NA,"1498956713143250945",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","goledzinowski",921,TRUE,FALSE,NA,NA
"❗🇷🇺🇺🇦 Rosja jest gotowa do kontynuowania rozmów z Ukrainą w środę wieczorem - @AFP.",FALSE,27,NA,2022-03-02 09:41:41,FALSE,NA,"1498956700749029378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CezaryFaber",2,FALSE,FALSE,NA,NA
"RT @RadiowaJedynka: 🔸 Tomasz Kędziora, który od 2017 roku reprezentuje barwy Dynama Kijów, podzielił się na Instagramie swoimi przemyślenia…",FALSE,0,NA,2022-03-02 09:41:41,FALSE,NA,"1498956699331407873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KludkowskaM",1,TRUE,FALSE,NA,NA
"Zełenski: jeśli Ukraina upadnie, wojska rosyjskie znajdą się przy granicach NATO https://t.co/twbFQMreco",FALSE,0,NA,2022-03-02 09:41:35,FALSE,NA,"1498956674891231233",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","awdaniec47",0,FALSE,FALSE,NA,NA
"RT @PILNE24: Ukraina do Unii Europejskiej 🇺🇦🔜🇪🇺
Polska do Strefy Euro 🇵🇱🔜 💶.

Prośba o RT jeśli popierasz.",FALSE,0,NA,2022-03-02 09:41:33,FALSE,NA,"1498956667370852352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gospodynimagda",40,TRUE,FALSE,NA,NA
"RT @sz_furman: Dzisiaj wraz z kolegą Filipem Hermanem z @Porozumienie__ zorganizowaliśmy konferencję prasową nt. akcji „Nie dla produktów o…",FALSE,0,NA,2022-03-02 09:41:29,FALSE,NA,"1498956651608645636",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alek_Sikorski",11,TRUE,FALSE,NA,NA
"RT @Jan34733995: 02.03.2022 r. - Ukraina.

Sabotażyści i złodzieje.

Kiedy taka metoda u nas?

Witojta! https://t.co/lyKeUlI7hX",FALSE,0,NA,2022-03-02 09:41:28,FALSE,NA,"1498956648043495424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jan_trol",9,TRUE,FALSE,NA,NA
"@rubi1605 @dawidmysior Acha... czyli młodzi studenci, rozglądający się za polepszeniem bytu są ważniejsi niż kobiet… https://t.co/cvrN2uzTiH",FALSE,0,"rubi1605",2022-03-02 09:41:26,TRUE,"1498922769534308352","1498956636425232384","102749593","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eryk_ko",0,FALSE,FALSE,NA,NA
"Jeszcze bym zrozumiał takie tłumaczenie jakby ona grała w Rzeszowie, gdzie cały czas coś się dzieje, latają samolot… https://t.co/monzspzEPL",FALSE,0,NA,2022-03-02 09:41:21,TRUE,NA,"1498956615768236032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SBorsuka",0,FALSE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:41:20,FALSE,NA,"1498956614073831428",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wisniewski_pawe",921,TRUE,FALSE,NA,NA
"RT @MirekRozanski: „Ukraina potrzebuje dzisiaj pilnie systemów bezzałogowych uderzeniowych, które będą mogły operować nad wojskami rosyjski…",FALSE,0,NA,2022-03-02 09:41:19,FALSE,NA,"1498956610944868356",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davvko",27,TRUE,FALSE,NA,NA
"RT @ADReverse: Nie wiem, co tam się dzieje na Ukrainie, nie śledzę doniesień, ale przed chwilą zadzwonili do mnie Seniorzy z płaczem, że ""U…",FALSE,0,NA,2022-03-02 09:41:18,FALSE,NA,"1498956602870800385",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarekPodstawski",7,TRUE,FALSE,NA,NA
"RT @ZosiaRatajczak: Michael Douglas solidarny z Ukrainą. https://t.co/F0U7Z72WYW",FALSE,0,NA,2022-03-02 09:41:17,FALSE,NA,"1498956599930626050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kamilwor",165,TRUE,FALSE,NA,NA
"RT @JowitaKiwnik: Europosłowie Kohut @LukaszKohut i Bloss @micha_bloss w #StudioEuropa: „Ukraina w Unii Europejskiej?Tak, ale nie od razu!”…",FALSE,0,NA,2022-03-02 09:41:13,FALSE,NA,"1498956582243217416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZychKonrad",4,TRUE,FALSE,NA,NA
"RT @MirekRozanski: „Ukraina potrzebuje dzisiaj pilnie systemów bezzałogowych uderzeniowych, które będą mogły operować nad wojskami rosyjski…",FALSE,0,NA,2022-03-02 09:41:12,FALSE,NA,"1498956577516277760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thomas261980",27,TRUE,FALSE,NA,NA
"RT @prezydentpl: Prezydent @AndrzejDuda rozpoczął kampanię na rzecz przyjęcia Ukrainy do #UE. Status kandydata Ukraina powinna otrzymać nat…",FALSE,0,NA,2022-03-02 09:41:07,FALSE,NA,"1498956558306357251",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aga150421",23,TRUE,FALSE,NA,NA
"Uważam, że Ukraińcy w Polsce się sprawdzili. Potrafią i chcą ciężko pracować, dzieci się uczą i integrują się z Pol… https://t.co/94cg0fEDpr",FALSE,0,NA,2022-03-02 09:41:06,TRUE,NA,"1498956554309181442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BraciakZbigniew",0,FALSE,FALSE,NA,NA
"RT @bukowskikrzys: Na TT od kilku dni widać wysyp nowych kont wg schematu: „Cześć. Jestem X z 🇺🇦 od Y mieszkam w 🇵🇱 i będę podawać sprawdzo…",FALSE,0,NA,2022-03-02 09:41:05,FALSE,NA,"1498956552119762945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","admirableism",931,TRUE,FALSE,NA,NA
"Apple wstrzymało sprzedaż produktów w Rosji https://t.co/cX79Mp2B9s #Aktualności #Apple #Newsy #Ukraina https://t.co/kvWrbhoMo3",FALSE,0,NA,2022-03-02 09:41:04,FALSE,NA,"1498956544032980993",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RootNationPL",0,FALSE,FALSE,NA,NA
"Jutro będziemy szli na marsz solidarności z Ukrainą który będzie w czasie lekcji, myślę że bardzo fajny pomysł taki marsz 
#Ukraine",FALSE,0,NA,2022-03-02 09:41:03,FALSE,NA,"1498956540530864128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eden0__0",0,FALSE,FALSE,NA,NA
"RT @Korbel1990: Tak tylko przypominam, że PiS zakontraktował budowę muru na granicy z Białorusią za dwa miliardy, żeby nie wpuścić nielegal…",FALSE,0,NA,2022-03-02 09:41:01,FALSE,NA,"1498956535204093956",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Piotrwola1",21,TRUE,FALSE,NA,NA
"RT @kvcperkrol: 🇵🇱🇺🇦Mówicie, że większość 🇷🇺Rosjan korzysta z map Yandex? Hmm...🤔 Ciekawe jak dodawać tam opinie 😉✌️
#Anonymous #IdiNaChuj…",FALSE,0,NA,2022-03-02 09:41:01,FALSE,NA,"1498956533094359041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D_W_1916",1581,TRUE,FALSE,NA,NA
"RT @JurekGawlik: Dziś Gruzja, jutro Ukraina, potem kraje bałtyckie a potem może mój kraj... Lech Kaczyński. 400 zabójców z grupy Wagnera po…",FALSE,0,NA,2022-03-02 09:41:01,FALSE,NA,"1498956532297392128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Izabela6900",228,TRUE,FALSE,NA,NA
"RT @HreniakPawel: 🇵🇱🇺🇦 Jednym z powodów dzielnej obrony Ukraińców przed Rosją jest to, że Ukraina ma armię obywateli a moskale armię niewol…",FALSE,0,NA,2022-03-02 09:41:00,FALSE,NA,"1498956531001442304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","11170m70m4",51,TRUE,FALSE,NA,NA
"RT @Tomasz5ek: Rozumiem Putina, Putin ma rację, z nimi trzeba walczyć, to pożoga - tak pisał płk Gaj, gdy Kreml napadł Ukrainę w 2014 r.
Ro…",FALSE,0,NA,2022-03-02 09:40:59,FALSE,NA,"1498956524881858563",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anna08046650",621,TRUE,FALSE,NA,NA
"To jest fascynujące jak szury antyszczepy z łatwością przeszły do szurów proruskich więrzących, że ""Putin did nothi… https://t.co/Av9VpX0dhF",FALSE,0,NA,2022-03-02 09:40:53,TRUE,NA,"1498956501997735938",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","prosloniec",0,FALSE,FALSE,NA,NA
"Ukraina nadal broni swojego narodu, swojej ziemi i swojej niepodległości - pisze Ministerstwo Spraw Zagranicznych U… https://t.co/BjVVGsQAy1",FALSE,2,NA,2022-03-02 09:40:52,TRUE,NA,"1498956497610489856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PolsatNewsPL",1,FALSE,FALSE,NA,NA
"RT @BogdanKlich: #Putin spadkobiercą Hitlera. Atak na miejsce #Holocaust w Babim Jarze oraz w obecnym budynku telewizji, w którym hitlerowc…",FALSE,0,NA,2022-03-02 09:40:52,FALSE,NA,"1498956494557093893",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JadwigaMarcinia",3,TRUE,FALSE,NA,NA
"@UA_BotTwitte Brawo Ukraina !!! 💪 Sława Ukrainie 🤝🇺🇦🇵🇱",FALSE,0,"UA_BotTwitte",2022-03-02 09:40:43,FALSE,"1498950382134906888","1498956455965249537","1496784000773459971","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BijochMaciej",0,FALSE,FALSE,NA,NA
"RT @laskowski_pl: ""Jest jeden kraj, w którym w telewizji mówi się dokładnie to samo, co na Kremlu: że to ""rosyjska operacja militarna przec…",FALSE,0,NA,2022-03-02 09:40:41,FALSE,NA,"1498956450344935425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","p_i_o_t_r_k",23,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:40:41,FALSE,NA,"1498956448231051267",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","osmygrzech",921,TRUE,FALSE,NA,NA
"RT @PAPinformacje: Media: grupa hakerów związana z Anonymous zaatakowała Roskosmos. Rosja straciła kontrolę nad własnymi satelitami szpiego…",FALSE,0,NA,2022-03-02 09:40:37,FALSE,NA,"1498956434809233411",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Olczak_Mariusz",34,TRUE,FALSE,NA,NA
"RT @tvn24: 🇺🇦 | Kijów wciąż broni się przed rosyjską agresją. Choć według władz stolicy noc z wtorku na środę była spokojniejsza niż poprze…",FALSE,0,NA,2022-03-02 09:40:37,FALSE,NA,"1498956434662477824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Eki_bez_Eki",4,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:40:35,FALSE,NA,"1498956426407993344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarcaMarli",921,TRUE,FALSE,NA,NA
"RT @YourPolandAnon: @xxNB65 włamało się na stronę rosyjskiej agencji kosmicznej, Rosjanie przez nią śledzą ruchy #Ukraina wojska 
WS02 zost…",FALSE,0,NA,2022-03-02 09:40:35,FALSE,NA,"1498956425627906048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trixonerx",28,TRUE,FALSE,NA,NA
"RT @nahmafia: ❗️❗️THREAD - CO JEST POTRZEBNE A CO NIE, JAK PAKOWAĆ PRODUKTY, ETC ❗️❗️🇺🇦🇺🇦🇺🇦

 #Ukraina #Wojna #IStandWithUkraine",FALSE,0,NA,2022-03-02 09:40:35,FALSE,NA,"1498956423228702720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SweetiestX1",89,TRUE,FALSE,NA,NA
"RT @Cashlesspl: Rozczarowujące oświadczenie szefa Revoluta. Storoński zabiera głos w sprawie Ukrainy https://t.co/C3xOSl17dV",FALSE,0,NA,2022-03-02 09:40:34,FALSE,NA,"1498956420259192837",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_Piotrowski",2,TRUE,FALSE,NA,NA
"#ukraina
Dom Chłopaków W Broniszewicach. Pan Paweł Niczego Się Nie Boi. Pojechał...
https://t.co/tWnZhVzHAl https://t.co/cQrU7MkpH7",FALSE,0,NA,2022-03-02 09:40:32,FALSE,NA,"1498956412776587269",NA,"<a href=""http://adinfo24.pl"" rel=""nofollow"">adinfo24.pl</a>","adinfo24",0,FALSE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:40:32,FALSE,NA,"1498956412004835329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StachowskiArtur",921,TRUE,FALSE,NA,NA
"RT @Jan34733995: 02.03.2022 r. - Ukraina.

Sabotażyści i złodzieje.

Kiedy taka metoda u nas?

Witojta! https://t.co/lyKeUlI7hX",FALSE,0,NA,2022-03-02 09:40:30,FALSE,NA,"1498956405134536711",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZiemskaJolanta",9,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:40:29,FALSE,NA,"1498956400961146885",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mateusz_jonak",921,TRUE,FALSE,NA,NA
"RT @ZdrowymO: Już 37 krajów zamknęło niebo przed Rosją.
#wojna #Ukraina #Rosja https://t.co/y8sqZgL9F2",FALSE,0,NA,2022-03-02 09:40:29,FALSE,NA,"1498956397488267266",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beatax088",10,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:40:28,FALSE,NA,"1498956394019631104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArekBodus",921,TRUE,FALSE,NA,NA
"Wstrząsające doniesienia z Mariupola. „Nie możemy nawet zabrać rannych z ulic” | #WojnaWUkrainie #wojna #ukraina… https://t.co/ha5JyUQikD",FALSE,3,NA,2022-03-02 09:40:27,TRUE,NA,"1498956392320966657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TygodnikWPROST",0,FALSE,FALSE,NA,NA
"Ukraina. Mer Mariupola: „Trwa ludobójstwo narodu ukraińskiego. Nie możemy zabrać rannych z ulic” https://t.co/TtgTstgnDA",FALSE,1,NA,2022-03-02 09:40:27,FALSE,NA,"1498956391939198983",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tysol",2,FALSE,FALSE,NA,NA
"RT @Aldowiwi1: „Ukraina nie ma kontroli nad 11 wojskowymi laboratoriami biologicznymi na swoim terytorium. 
Zgodnie z umową z 2005 roku ukr…",FALSE,0,NA,2022-03-02 09:40:26,FALSE,NA,"1498956387954606083",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jatilfrihet1",45,TRUE,FALSE,NA,NA
"RT @Jan34733995: 02.03.2022 r. - Ukraina.

Sabotażyści i złodzieje.

Kiedy taka metoda u nas?

Witojta! https://t.co/lyKeUlI7hX",FALSE,0,NA,2022-03-02 09:40:26,FALSE,NA,"1498956386427883522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","januszexx",9,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:40:25,FALSE,NA,"1498956381684174852",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WrobelWojciech",921,TRUE,FALSE,NA,NA
"RT @PILNE24: Ukraina do Unii Europejskiej 🇺🇦🔜🇪🇺
Polska do Strefy Euro 🇵🇱🔜 💶.

Prośba o RT jeśli popierasz.",FALSE,0,NA,2022-03-02 09:40:25,FALSE,NA,"1498956381126381569",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JacekJa10245632",40,TRUE,FALSE,NA,NA
"każdego ranka gdy się budze mam nadzieje ze ukraina przetrwa ta wojne, trzymam za nich kciuki bardzo mocno🇺🇦",FALSE,0,NA,2022-03-02 09:40:21,FALSE,NA,"1498956367297712131",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luxtete",0,FALSE,FALSE,NA,NA
"Pilne! Czernihów potrzebuje materiałów opatrunkowych! Uruchamiamy błyskawiczną zbiórkę materiałów opatrunkowych i a… https://t.co/u5LDF65bUq",FALSE,0,NA,2022-03-02 09:40:20,TRUE,NA,"1498956363321466882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NSandomierska",0,FALSE,FALSE,NA,NA
"RT @OnetWiadomosci: Stany Zjednoczone nakładają nowe sankcje na Rosję https://t.co/axIMX6i7di https://t.co/ZUVeZUlLQT",FALSE,0,NA,2022-03-02 09:40:20,FALSE,NA,"1498956362457436162",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PaweGrzegorczy1",6,TRUE,FALSE,NA,NA
"RT @bukowskikrzys: Na TT od kilku dni widać wysyp nowych kont wg schematu: „Cześć. Jestem X z 🇺🇦 od Y mieszkam w 🇵🇱 i będę podawać sprawdzo…",FALSE,0,NA,2022-03-02 09:40:19,FALSE,NA,"1498956358313521155",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MSinger31",931,TRUE,FALSE,NA,NA
"RT @Kluska212: Dlaczego Ukraina nie atakuje Rosji może wówczas presja narodu rosyjskiego byłaby większa",FALSE,0,NA,2022-03-02 09:40:19,FALSE,NA,"1498956356220563457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarekKopacz10",3,TRUE,FALSE,NA,NA
"RT @PAPinformacje: Media: grupa hakerów związana z Anonymous zaatakowała Roskosmos. Rosja straciła kontrolę nad własnymi satelitami szpiego…",FALSE,0,NA,2022-03-02 09:40:18,FALSE,NA,"1498956353477480451",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bartek93794875",34,TRUE,FALSE,NA,NA
"RT @GadowskiWitold: Polska obrona przeciwpancerna to zaledwie 1/4 tego co posiada Ukraina. Od 20 lat kupujemy granatnik przeciwpancerny i .…",FALSE,0,NA,2022-03-02 09:40:18,FALSE,NA,"1498956352584040448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RyszardHajduk",72,TRUE,FALSE,NA,NA
"RT @RMF24pl: Rosjanie wyraźnie zmienili taktykę, bombardowania ukraińskich miast będą się nasilać - mówi brytyjski minister obrony 

Ben Wa…",FALSE,0,NA,2022-03-02 09:40:17,FALSE,NA,"1498956349698416641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xverlyn_",1,TRUE,FALSE,NA,NA
